experiment_duration,user_id,enthusiast,age,gender,education,region,openness,conscientiousness,Extroversion,agreeableness,neuroticism,Familiarity_SelectedSong,PleasantSurprise_SelectedSong,MatchInterests_SelectedSong,selected_recommendation_id,selected_position,explanation,explanation type,confidence,usefulness,persuasion,transparency,comprehensibility,fairness,accuracy,compelling,check,trustworthy,satisfaction,system,comment,quality_Agreeableness,quality_Conscientiousness,quality_Extroversion,quality_Neuroticism,quality_Openness,quality_FeatureBased,taste_Agreeableness,taste_Conscientiousness,taste_Extroversion,taste_Neuroticism,taste_Openness,taste_FeatureBased,listen_Agreeableness,listen_Conscientiousness,listen_Extroversion,listen_Neuroticism,listen_Openness,listen_FeatureBased
0:07:37,439,5,4,1,5,5,5.0,5.0,4.25,5.0,2.5,1,1,1,1382,5,"Esta música energética oferece uma catarse poderosa, permitindo explorar emoções intensas de maneira saudável. Através de sua instrumentação dinâmica e letras provocativas, oferece uma oportunidade para introspecção e fortalecimento emocional, ajudando a equilibrar gentileza com assertividade, tornando-se perfeita para quem busca expressar-se sem comprometer sua essência compassiva e compreensiva.",agreeableness ,3,4,4,3,4,3,1,3,3,3,2,3,,5,4,4,4,2,4,4,4,3,3,1,3,4,3,3,3,1,3
0:11:57,440,5,4,1,6,5,4.0,4.5,3.0,4.75,1.75,5,5,5,1390,1,"Essa canção inspira força e coragem, encorajando a transformação e o autodescobrimento. A batida energética e o ritmo envolvente estimulam uma mentalidade positiva e proativa. Reconhece os desafios, mas celebra a autenticidade e a singularidade. Promove resiliência, motivação e confiança, ressoando bem com quem valoriza harmonia e empatia no cotidiano.",agreeableness ,5,5,4,4,4,4,5,5,3,4,4,5,Gostei das descrições de cada música. Acredito que acertei a descrição das que escolhi.,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:06:52,443,4,1,1,3,4,4.5,3.5,4.25,4.0,3.5,5,5,5,1401,6,"A energia intensa e pulsante desta faixa é cativante e eletrizante, ideal para quem adora viver o momento. A batida frenética e a melodia envolvente capturam a atenção, mantendo o ambiente dinâmico. A letra poderosa ressoa profundamente, proporcionando uma experiência sonora inesquecível e perfeitamente alinhada com uma personalidade vibrante.",Extroversion,5,3,2,2,4,4,3,4,3,2,2,5,,4,5,3,3,4,4,5,4,4,3,2,4,5,4,5,3,1,4
0:12:05,445,4,3,1,2,3,4.0,2.75,2.5,4.0,2.75,1,4,4,1406,5,"Esta faixa transporta ouvintes para uma jornada emocional intensa, com mudanças sutis de ritmo e melodia cativante. Contando uma narrativa evocativa, sua letra poética instiga a imaginação. A construção sonora dinâmica desafia expectativas musicais, proporcionando uma experiência auditiva rica e imersiva que ressoa profundamente com quem busca constantemente o extraordinário.",openness,5,5,5,4,4,4,4,5,3,4,4,5,,5,5,5,5,5,5,4,4,4,5,5,4,4,5,4,5,5,5
0:29:20,447,4,3,1,4,3,3.0,3.75,2.0,5.0,3.0,5,5,5,1411,4,"A melodia suave combina perfeitamente com uma batida envolvente, criando uma atmosfera cativante. A harmonia vocal é impecável, destacando a voz poderosa e doce ao mesmo tempo. A estrutura da composição é equilibrada, intercalando momentos de calma e intensidade que prendem a atenção do ouvinte do início ao fim.",feature based,5,5,4,4,5,4,4,5,3,4,4,5,"Nunca pensei que a descrição de uma música ia me dar vontade de escutar ela, mas funcionou, fiquei curiosa pra saber quais são todas as recomendas, mesmo as que sou neutra de colocar na playlist. 
Achei bem interessante e funcional ",4,4,5,4,4,5,4,3,3,4,4,5,4,3,3,4,4,5
0:15:03,449,4,4,1,4,5,3.0,3.0,2.75,4.5,2.25,4,5,4,1414,1,"A melodia suave e hipnotizante evoca uma sensação de conforto e serenidade. Seu instrumental etéreo e vocais delicados criam um ambiente acolhedor, permitindo uma conexão emocional profunda. As camadas sonoras sutis convidam à introspecção, proporcionando um espaço seguro para relaxar, sonhar e apreciar momentos de paz e harmonia.",agreeableness ,4,4,4,4,4,4,4,3,3,5,4,4,"Gostei pq fala sobre os sentidos e os sentimentos e a pessoa se conecta com aquilo , com o momento e passa a conhecer , se interessa . ",5,5,5,3,4,2,5,5,5,3,4,2,5,5,4,3,3,2
0:09:20,451,4,4,1,4,4,4.0,4.5,4.0,4.5,3.75,3,4,3,1423,4,"Com sua melodia envolvente e letras poéticas, a música cria uma atmosfera introspectiva e sonhadora, estimulando uma viagem interior. Seus elementos inovadores e peculiaridade cativante desafiam a convencionalidade, convidando à exploração emocional e intelectual. É uma celebração da beleza do desconhecido e um convite para abraçar o inesperado.",openness,4,4,4,4,4,5,4,4,3,4,4,4,,5,5,2,5,4,4,5,4,2,5,4,5,4,4,2,4,4,4
0:06:45,460,3,2,1,2,4,3.75,3.75,3.0,4.5,3.75,5,4,5,1453,4,"Esta música oferece uma melodia suave e letras emotivas, proporcionando uma experiência auditiva ordenada e inspiradora. Suas harmonias elegantes e arranjo estruturado ressoam com quem aprecia equilíbrio e dedicação. A profundidade emocional e a clareza da canção refletem um compromisso genuíno e consistente, que complementa uma abordagem meticulosa à vida.",conscientiousness,5,5,4,5,4,5,5,5,3,4,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:18:00,463,3,3,1,4,5,3.75,3.0,3.75,4.75,4.25,1,5,3,1467,6,"Esta canção oferece uma fusão revigorante de melodias poderosas e letras inspiradoras, proporcionando um escape emocional e mental. Seus arranjos dinâmicos e vocais expressivos convidam à introspecção, enquanto a energia envolvente promove uma sensação de libertação. A experiência sonora incentiva a resiliência, trazendo equilíbrio emocional e renovada força interior.",neuroticism  ,4,4,4,4,4,4,5,5,3,4,5,5,,3,4,5,4,5,4,3,3,5,5,5,3,3,3,5,5,5,4
0:09:05,464,5,4,2,6,5,4.0,3.5,2.5,5.0,3.5,5,3,5,1456,1,"Este clássico musical aborda a percepção do tempo de forma profunda e reflexiva, incentivando planejamento consciente e uma abordagem metódica na vida. A estrutura sonora intricada e sofisticada combina com indivíduos que apreciam complexidade e atenção aos detalhes, promovendo uma experiência auditiva que ressoa com sua natureza analítica e ponderada.",conscientiousness,4,3,2,2,3,2,3,3,3,2,2,1,,2,4,3,3,3,3,2,4,3,4,4,2,2,4,3,4,3,2
7:11:06,467,5,3,1,1,5,2.0,4.0,3.25,4.25,4.25,5,5,5,1468,1,"A energia poderosa, batida contagiante e vocais intensos criam uma experiência cativante, ideal para aqueles que gostam de ambientes animados. A letra emotiva e a instrumentação envolvente estimulam interações dinâmicas e conversas apaixonadas, tornando-a a trilha sonora perfeita para momentos de conexão e celebração. É impossível ficar parado!",Extroversion,5,5,5,5,4,4,5,3,3,4,4,4,,4,4,5,4,3,2,4,4,5,5,3,2,4,4,5,5,4,2
0:11:55,468,5,4,1,6,5,3.0,4.0,1.25,4.5,4.75,5,5,5,1477,4,"Essa faixa possui uma melodia cativante e envolvente que acalma a mente agitada, enquanto seus vocais suaves e harmoniosos transmitem conforto e confiança. A batida equilibrada e o ritmo constante ajudam a estabilizar quaisquer turbulências internas, proporcionando um refúgio sonoro acolhedor, capaz de inspirar autoconfiança e serenidade.",neuroticism  ,4,4,4,4,3,4,4,4,3,4,5,4,Achei muito interessante a forma como as músicas são descritas,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0:13:57,470,5,4,1,3,4,4.75,4.0,3.75,4.75,4.0,5,5,5,1485,6,"A vibrante energia dos riffs de guitarra e a poderosa batida de bateria criam uma atmosfera eletrizante, ideal para quem adora aventura e intensidade. Os vocais dinâmicos, combinados com uma melodia cativante e envolvente, fazem deste som a trilha sonora perfeita para quem busca adrenalina e momentos inesquecíveis em grupo.",Extroversion,5,4,3,3,5,3,4,3,3,3,4,2,,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4
0:05:44,474,4,3,1,3,1,3.75,3.75,1.75,4.25,4.5,5,5,5,1499,2,"Essa canção oferece uma descarga intensa de energia que pode ajudar a liberar tensões internas. A combinação de ritmos acelerados e solos de guitarra proporciona uma válvula de escape emocional, permitindo a quem se sente sobrecarregado encontrar alívio momentâneo e redefinir seu estado mental através de um som poderoso e catártico.",neuroticism  ,4,4,4,4,4,4,4,4,3,3,3,5,,5,3,5,5,5,4,5,3,5,5,4,4,5,3,5,5,4,4
0:04:19,476,5,4,2,2,3,4.25,4.0,4.0,3.75,3.0,1,2,2,1494,3,"A sonoridade envolvente e os elementos eletrônicos desta canção transportam o ouvinte para um universo alternativo. Suas letras poéticas e etéreas incentivam a contemplação e a exploração do desconhecido. Cada batida é um convite para reimaginar possibilidades e transcender limites convencionais, proporcionando uma experiência auditiva rica em significado e inovação.",openness,4,4,4,5,3,4,4,4,3,5,4,4,,4,4,4,4,5,4,4,4,4,3,4,4,4,5,4,3,5,4
0:05:35,478,5,1,1,2,4,4.25,4.25,5.0,5.0,3.5,5,5,5,1507,4,"Com uma melodia suave e envolvente, a canção captura sentimentos de amor profundo e cumplicidade. Letras poéticas e sinceras celebram momentos de conexão e harmonia. A produção delicada, com instrumentação acolhedora, proporciona uma experiência emocionalmente rica, valorizando as nuances de um relacionamento baseado em carinho e compreensão mútua.",agreeableness ,4,5,4,5,4,5,3,3,3,5,5,5,,4,5,3,4,5,4,5,3,3,3,5,5,5,4,3,5,5,5
0:07:16,480,4,1,2,3,5,3.0,3.5,1.0,4.25,2.75,5,5,5,1522,1,"Com sonoridade intensa e letras poéticas, a música oferece uma viagem emocional rica e multifacetada. A fusão de influências musicais cria uma paisagem sonora complexa, desafiando convenções e evocando reflexões profundas. Ideal para quem aprecia explorações sonoras inovadoras, proporciona uma experiência auditiva que estimula a mente e desperta novas perspectivas.",openness,4,5,4,5,3,4,5,4,3,4,5,4,,5,4,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5,4
0:06:54,481,4,2,1,5,2,4.75,4.25,3.5,4.75,3.0,5,5,3,1519,4,"Essa faixa apresenta uma fusão de ritmos envolventes e coesos, harmonia disciplinada e estrutura bem definida. Ela inspira foco e determinação, refletindo um sentido de ordem e propósito. A energia positiva do arranjo musical é ideal para motivar indivíduos a manterem-se alinhados e comprometidos com seus objetivos cuidadosamente planejados.",conscientiousness,4,4,3,5,5,4,5,4,3,4,5,5,,4,3,3,3,3,4,4,3,4,4,4,3,4,3,4,4,4,4
1:42:11,482,4,4,1,3,4,3.25,3.25,3.25,3.75,4.0,2,4,4,1570,1,"Com uma melodia suave e letras emocionalmente ressonantes, essa música evoca empatia e compreensão. Seu ritmo cativante promove harmonia, refletindo o desejo de conexão humana. As vozes complementares transmitem sinceridade, enquanto os temas de amor e perda tocam corações sensíveis, proporcionando uma experiência auditiva reconfortante e melodiosa, ideal para almas cuidadosas.",agreeableness ,4,4,3,4,4,3,3,4,3,3,4,3,"Gostei das descrições. As vezes a gente não presta atenção nisso
 ",4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4
0:06:44,485,2,3,1,2,5,3.25,3.5,1.0,5.0,5.0,3,2,2,1533,6,"Essa música oferece uma experiência emocional crua e honesta, permitindo uma conexão profunda com sentimentos subjacentes. A melodia intensa e as letras sinceras criam um espaço seguro para refletir e processar emoções complexas, ajudando a encontrar compreensão e conforto. A entrega poderosa do vocal evoca força e resiliência, promovendo alívio.",neuroticism  ,4,4,4,4,4,4,4,4,3,3,3,3,,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4
0:21:28,488,5,3,1,6,4,3.25,3.75,3.0,4.25,2.25,3,5,4,1536,3,"Esta canção possui uma melodia cativante e um refrão poderoso, propiciando momentos de conexão e energia. As emoções intensas e a letra introspectiva podem despertar conversas profundas e encontros vibrantes, enquanto o ritmo envolvente incentiva a participação e o compartilhamento de experiências, tornando-a trilha sonora perfeita para ambientes dinâmicos e animados.",Extroversion,4,4,3,4,4,4,4,3,3,3,4,4,,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4
0:08:24,491,3,3,1,4,2,4.0,3.25,4.25,5.0,2.25,4,5,5,1551,6,"Esta canção oferece uma atmosfera tranquila e introspectiva, perfeita para momentos de reflexão pessoal. Seus sons suaves e líricos poéticos criam um refúgio sonoro, promovendo sensações de calma e introspecção. Além disso, a música proporciona um espaço seguro para explorar emoções, permitindo um alívio silencioso e reconfortante em tempos de turbulência interna.",neuroticism  ,5,4,4,4,4,4,4,5,3,4,4,4,,4,5,5,5,4,3,4,4,5,5,4,3,4,4,5,5,4,3
0:12:00,492,4,3,1,5,4,3.5,3.75,3.0,4.0,3.0,5,5,5,1555,4,"A energia vibrante e cativante desta canção icônica é perfeita para quem aprecia surpresas e nuances únicas. O ritmo contagiante e letra espirituosa incentivam a exploração social e emocional, enquanto a estrutura inovadora e o espírito animado proporcionam uma experiência auditiva que desafia normas estabelecidas, estimulando elementos inesperados de alegria e introspecção.",openness,5,4,4,4,3,5,4,4,3,4,4,5,,4,3,5,4,5,2,4,3,4,4,4,3,4,3,3,4,4,3
0:06:42,495,4,4,1,4,4,3.75,3.75,4.0,4.25,3.25,4,4,4,1564,1,"A canção traz uma melodia envolvente que desperta nostalgia e emoção, perfeita para compartilhar momentos especiais com amigos. Seu refrão potente incentiva cantar junto, criando conexão e energia coletiva. A letra ressoa com celebração da vida e das memórias, proporcionando uma experiência musical vibrante e inesquecível em grupo.",Extroversion,4,4,4,4,5,4,4,4,3,3,4,4,,5,5,5,4,4,4,5,5,5,4,4,4,4,5,5,4,4,4
0:06:10,496,4,4,1,6,2,3.25,4.25,3.75,3.75,3.5,1,4,3,1561,4,"A energia vibrante e os ritmos pulsantes criam uma atmosfera eletrizante, perfeita para liderar a revolução pessoal. A combinação de guitarras intensas e baterias poderosas motiva e incita ação. As letras empoderadoras reforçam confiança e determinação, tornando-se trilha ideal para aqueles que adoram desafiar o status quo e inspirar mudanças.",Extroversion,4,5,5,4,4,4,3,3,3,5,4,4,,4,4,3,4,2,2,3,4,3,4,2,2,3,4,3,3,2,2
0:09:28,498,3,3,1,4,5,3.5,3.75,4.25,4.5,1.75,5,4,4,1579,4,"Com batidas animadas e refrão cativante, essa música é a trilha sonora ideal para festas e encontros. A energia contagiante e as letras sobre amizade celebram a união e diversão. Ideal para quem adora se expressar e criar momentos inesquecíveis, sua vibração positiva impulsiona qualquer ambiente social.",Extroversion,5,5,4,4,5,4,4,5,3,5,5,5,Gosto da ideia de um sistema me indicar músicas baseadas no que eu gosto de ouvir normalmente.  Parece ótimo para conhecer novas músicas,4,4,5,4,4,5,4,5,5,5,5,4,4,5,5,4,3,4
0:08:11,499,4,1,2,2,4,4.0,4.0,4.75,4.5,3.5,4,4,3,1587,6,"Esta canção é uma fusão harmoniosa de ritmos animados e melodias cativantes, refletindo um espírito acolhedor. A letra proporciona reflexão e conexão emocional, promovendo uma sensação de união e empatia. A combinação de ritmo suave com uma mensagem positiva faz dela uma escolha ideal para quem aprecia autenticidade e sinceridade.",agreeableness ,4,2,2,4,3,5,4,5,3,4,4,4,,4,5,2,3,4,4,5,5,5,5,5,4,5,5,4,4,4,4
0:09:19,500,4,4,1,6,4,4.5,3.25,2.5,4.0,2.5,4,4,4,1588,1,"Esta música apresenta uma sonoridade complexa e cativante, ideal para mentes que apreciam nuances e estrutura. Sua combinação de melodia intensa e letras introspectivas pode estimular reflexão e foco. A alternância entre momentos calmos e dinâmicos complementa a capacidade de planejar e executar tarefas de forma consistente e sagaz.",conscientiousness,4,4,4,4,4,3,4,3,3,4,4,4,,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,2,4
0:11:51,504,4,3,1,4,4,3.75,4.25,3.75,4.25,3.5,4,3,5,1599,6,"Recomendo uma canção vibrante marcada por uma fusão envolvente de ritmos pop e R&B. Com vocais potentes e camadas sonoras criativas, a faixa destaca uma produção rica em harmonia e inovação musical. A letra promove uma celebração da força e confiança, enquanto o ritmo cativante mantém o ouvinte imerso do início ao fim.",feature based,3,3,3,4,4,4,4,3,3,3,4,4,,4,4,4,4,4,5,4,3,4,4,4,4,4,3,4,4,4,4
0:18:57,505,4,4,1,4,4,3.5,4.5,3.5,4.75,2.5,4,5,5,1600,1,"O som poderoso e emotivo embala com conforto, proporcionando uma catarse suave. As letras refletem vulnerabilidade humana, promovendo identificação e alívio. Os vocais transmitem autenticidade, incentivando a introspecção. As melodias resgatam momentos de calma e paz interior. Esse equilíbrio musical permite explorar sentimentos profundos sem julgamentos, trazendo conforto.",neuroticism  ,5,4,5,5,5,5,5,3,3,4,4,5,O programa expresso corretamente o que a música expressa!,5,5,5,5,4,4,5,5,5,4,4,4,5,5,4,4,4,3
0:26:52,506,3,4,1,6,4,3.5,3.75,2.25,4.0,3.0,4,4,4,1606,1,"Recomendo esta obra pela sua fusão envolvente de riffs de guitarra dinâmicos e solos cativantes. A introdução energética cria um crescendo que se desenvolve até um refrão memorável, impulsionado por uma bateria pulsante. A alternância entre seções agitadas e momentos mais serenos proporciona uma experiência auditiva rica e variada.",feature based,3,4,3,3,4,4,4,4,3,4,3,3,,3,4,3,3,4,4,3,4,3,3,2,4,3,4,3,3,3,4
0:08:57,509,4,3,1,6,4,4.5,3.5,3.25,4.0,3.25,4,5,5,1629,6,"Uma harmonia intensa entre guitarras expressivas e percussão enérgica desperta a alma, enquanto letras introspectivas convidam a explorar emoções profundas. A combinação de melodias dinâmicas e uma narrativa evocativa desafia a convencionalidade, revelando camadas de significado. Uma experiência sonora cativante que estimula a percepção e promove uma viagem interior única.",openness,5,5,4,4,5,4,4,5,3,4,4,4,,4,3,3,5,5,4,4,2,2,5,5,3,4,2,2,5,5,3
0:07:38,510,5,4,1,6,4,2.5,4.0,3.75,4.5,2.0,5,5,5,1618,1,"Recomendamos uma canção com uma melodia cativante que combina pop e rock, marcada por um ritmo envolvente e refrão memorável. A faixa apresenta um instrumental dinâmico com guitarras rítmicas e percussão pulsante, além de vocais potentes e harmonias bem trabalhadas, proporcionando uma experiência sonora energizante e ideal para playlists vibrantes.",feature based,5,5,4,4,5,4,4,5,3,4,5,5,,4,5,5,5,5,5,4,4,5,4,5,5,4,4,5,4,5,5
0:08:23,513,4,3,1,3,5,3.75,4.0,3.75,3.75,2.5,4,4,4,1647,6,"Esta canção oferece uma melodia pacífica e letras reconfortantes que incentivam a aceitação e a serenidade em momentos difíceis. O ritmo suave e as mensagens inspiradoras promovem calma, permitem a introspecção positiva e transmitem esperança, criando um ambiente onde é possível encontrar equilíbrio emocional e fortalecer a resiliência interna frente aos desafios da vida.",neuroticism  ,4,4,4,3,4,4,2,4,3,4,3,4,,4,4,3,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4
0:42:25,515,3,4,1,2,4,2.0,3.0,2.75,4.75,1.5,5,5,5,1711,4,"Com uma energia vibrante e letras ousadas, essa faixa proporciona uma experiência eletrizante. Seus riffs de guitarra e batidas dinâmicas encorajam expressão e envolvimento. Adrenalina pura, perfeita para aqueles que adoram interações intensas e celebrações vibrantes, transmitindo confiança e paixão. A melodia cativante ressoa com personalidades que buscam emoção constante.",Extroversion,4,3,3,4,4,4,4,3,3,4,3,3,,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,3,4
0:19:47,517,4,1,1,3,3,4.25,2.25,2.25,3.25,3.5,5,5,5,1664,5,"Esta faixa apresenta uma melodia cativante e envolvente, destacada por um ritmo pop vibrante. A instrumentação é habilmente equilibrada, com guitarras rítmicas e uma percussão bem definida. O vocal principal impressiona pela clareza e dinâmica, cativando o ouvinte através de uma construção sonora habilidosa e refrões grudentos que permanecem na memória.",feature based,4,5,4,4,5,5,4,4,3,4,4,5,,4,4,4,4,5,5,4,4,4,3,5,5,4,4,3,3,5,5
0:11:50,518,5,3,1,2,2,4.75,3.75,1.25,5.0,3.0,2,5,5,1657,4,"A faixa destaca-se por sua produção cativante, combinando um ritmo envolvente com um beat pulsante e uma linha de baixo marcante. A letra é assertiva e dinâmica, entregando uma mensagem de convicção e autoconfiança. O fluxo vocal impecável aliado a um refrão memorável torna-a perfeita para diversos momentos.",feature based,5,5,5,3,5,5,5,5,3,5,4,5,,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5
0:13:04,522,4,1,1,1,4,3.25,3.0,2.0,4.0,3.5,5,5,5,1685,2,"Esse som irá energizar sua rotina com seu ritmo cativante. Oferece uma pausa revigorante de tarefas diárias, mantendo a motivação alta. Sua produção impecável e envolvente proporciona um escape momentâneo que não desvia o foco. Ideal para reenergizar-se e voltar ao trabalho com disposição renovada e foco renovado.",conscientiousness,4,4,4,3,4,5,4,3,3,4,4,4,,4,4,5,4,5,4,3,3,4,4,4,4,4,4,4,4,4,4
0:13:46,523,4,4,1,5,4,3.75,3.75,3.5,4.0,4.25,5,4,5,1678,1,"Os riffs de guitarra energéticos e batida envolvente criam um ambiente vibrante, perfeito para festas ou encontros animados. A letra conta histórias cativantes, incentivando conversas e proporcionando momentos de conexão. A melodia contagiante motiva dança e interação, alimentando o entusiasmo e atraindo todos ao redor para compartilhar essa experiência musical estimulante.",Extroversion,4,3,4,3,3,3,4,4,3,4,3,4,,4,4,5,4,3,4,3,4,4,3,3,4,4,4,4,4,3,4
1:01:58,524,3,4,1,4,5,4.0,5.0,4.25,3.75,1.0,4,3,4,1676,5,"A melodia suave e nostálgica proporciona um respiro calmante, aliviando tensões internas. As letras repletas de saudade e reflexão oferecem conforto emocional, promovendo um espaço para introspecção. A harmonia serena auxilia no equilíbrio emocional, encorajando a aceitação e tranquilidade, enquanto as perguntas universais instigam um pensamento compassivo e relaxante.",neuroticism  ,5,5,5,5,5,4,5,5,3,5,5,5,"Me parece que a explicação da música 2 traduziu perfeitamente o meu tipo de música favorito. Não sei que sistema vocês utilizam, mas as explicações são muito claras e especiais.",5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4
0:09:32,526,2,3,1,4,2,3.75,3.25,3.75,3.75,2.75,5,5,5,1694,5,"Empoderadora e repleta de energia positiva, essa música celebra a espontaneidade e a alegria de viver. Sua melodia contagiante e letra otimista promovem um sentimento de união e alegria compartilhada, proporcionando um ambiente onde todos se sentem bem-vindos. Ideal para aqueles que valorizam conexões autênticas e momentos de felicidade despretensiosa.",agreeableness ,4,4,4,4,4,4,4,4,3,4,4,4,,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4
0:22:19,529,5,4,1,4,2,4.25,4.0,4.75,4.5,2.5,5,5,5,1718,5,"Esta faixa destaca-se por sua impressionante combinação de vocais refinados com uma suave melodia de piano. A produção é polida, com harmonias de apoio que enriquecem o som. Os arranjos elegantes criam uma experiência auditiva envolvente, enquanto as mudanças de dinâmica capturam a atenção e mantêm a audição estimulante do início ao fim.",feature based,4,4,4,4,5,5,5,4,3,4,4,5,"Gosto de musica envolvente, que tenha uma melodia que vicie",5,3,4,4,4,5,4,4,3,4,3,5,4,4,3,4,3,5
0:06:24,530,4,2,1,4,5,4.75,4.0,3.0,3.25,3.5,5,3,5,1701,6,"Esta canção oferece uma melodia suave e letras reconfortantes, proporcionando uma sensação de calma e segurança. Sua atmosfera acolhedora ajuda a aliviar tensões e promove introspecção positiva. A voz serena e arranjos harmônicos criam um espaço sonoro seguro, inspirando esperança e equilíbrio emocional, ideal para momentos de fragilidade interior.",neuroticism  ,5,4,4,4,4,4,4,4,3,4,4,4,,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5
0:10:56,534,3,2,1,3,3,4.5,2.25,1.5,4.0,4.75,1,4,3,1721,2,"Esta faixa oferece uma produção impecável com instrumentação suave e detalhada, enriquecida por um vocal harmonioso e envolvente. A melodia flui de maneira cativante, enquanto a letra possui uma narrativa clara e contemplativa. O arranjo musical é equilibrado, proporcionando uma experiência auditiva acolhedora e sonoramente agradável.",feature based,4,5,4,2,4,4,3,4,3,4,4,4,,5,4,4,5,4,4,4,4,5,5,4,5,4,3,4,5,3,4
0:31:28,536,5,4,1,6,2,3.75,4.25,4.25,4.25,3.0,5,5,5,1754,5,"A música possui uma melodia poderosa com riffs de guitarra icônicos, criando uma sonoridade cativante. A combinação de uma linha de baixo envolvente e bateria precisa fornece uma base sólida para o vocal distinto e marcante, garantindo uma experiência auditiva rica e memorável. A simplicidade lírica convida à reflexão introspectiva.",feature based,4,4,4,4,3,4,4,4,3,4,4,4,,5,4,4,5,4,5,5,4,4,4,4,5,5,4,4,4,4,5
0:16:36,538,4,3,1,4,4,5.0,4.0,4.5,4.5,2.75,5,5,5,1732,1,"Esta música oferece uma explosão catártica de energia, permitindo que emoções intensas sejam canalizadas através de seus ritmos poderosos e letras marcantes. A sonoridade robusta e direta proporciona uma sensação de força e libertação, encorajando os ouvintes a confrontar seus desafios internos e encontrar equilíbrio emocional numa jornada musical visceral.",neuroticism  ,5,5,4,4,5,5,4,4,3,4,4,5,"Gostei muito como descreveu nem a essência das músicas, e como elas podem influenciar no nosso subconsciente coisas que as vezes não levamos em conta",5,4,5,5,5,5,5,3,4,5,5,5,5,4,5,5,5,5
0:10:11,539,4,4,1,6,4,4.0,4.25,2.25,4.25,3.75,5,5,5,1727,2,"Esta música cativante e envolvente utiliza ritmos dançantes e letra positiva para elevar o humor. Sua melodia energética convida à descontração e movimento, ajudando a liberar tensões acumuladas. Promove uma sensação de leveza, deslocando o foco das preocupações internas. É uma trilha sonora ideal para revitalizar momentos desafiadores.",neuroticism  ,4,4,4,4,3,4,4,5,3,2,3,4,,5,5,5,5,5,5,3,4,4,5,4,4,3,4,4,5,3,4
0:57:42,542,3,4,1,4,5,4.25,3.75,3.75,5.0,2.75,4,3,3,1749,6,"Essa canção oferece uma mensagem poderosa sobre perseverança e autenticidade. Com letras introspectivas e emotivas, inspira reflexão e autoavaliação. A produção envolvente combina batidas cativantes com arranjos instrumentais sofisticados, proporcionando foco e motivação. É ideal para aqueles que valorizam profundidade artística, resiliência e a dedicação em enfrentar desafios cotidianos com determinação.",conscientiousness,4,4,4,4,5,5,4,4,3,4,4,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0:14:15,545,4,4,1,2,4,3.5,5.0,3.0,4.5,4.0,5,5,5,1759,4,"Esta faixa vibrante combina batidas energéticas e um refrão cativante que ressoa com aqueles que adoram se expressar plenamente. A letra otimista e a melodia envolvente incentivam a dança espontânea e o canto em voz alta, proporcionando uma experiência musical que complementa perfeitamente uma personalidade dinâmica e cheia de vida.",Extroversion,5,5,5,5,5,5,4,3,3,4,4,4,"As músicas são ótimas, e suas explicações estão realmente certas.",5,5,5,5,5,5,4,4,5,4,5,5,5,4,5,5,5,4
0:32:26,546,4,4,1,3,4,3.5,3.5,2.5,4.0,3.75,4,5,5,1788,3,"Esta música evoca emoções profundas através de sua melodia comovente e letras sinceras. Sua interpretação poderosa e vulnerável oferece uma experiência sensorial rica, permitindo explorar sentimentos complexos. Convida à introspecção e à conexão emocional, proporcionando uma jornada sonora que ressoa com quem busca novas perspectivas e aprecia nuances na expressão artística.",openness,5,5,4,4,4,4,5,3,3,4,4,4,,4,4,4,5,5,4,5,4,5,5,5,4,4,4,4,5,5,4
0:08:41,547,4,4,1,5,4,5.0,3.25,2.75,4.25,4.25,5,5,5,1766,5,"A canção apresenta uma fusão dinâmica de elementos eletrônicos e rock, marcada por batidas energéticas e riffs de guitarra cativantes. A estrutura versátil incorpora versos ritmados e um refrão poderoso com sintetizadores envolventes. Suas letras refletem introspecção e transformação, oferecendo uma experiência auditiva energética e memorável através de uma produção sofisticada.",feature based,5,4,5,2,4,3,4,4,3,3,3,3,"Achei meio generalista. Gosto de ritmos e estilos específicos, e as descrições poderia bater tanto pro que gosto quanto pro que não gosto. Tinha que ter descrição não só da letra, mas uma ideia do estilo",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
